Date,Temperature,Rainfall,Humidity,Pressure,WindSpeed
1996-03-09,28.52,9.96,81.65,1009.1,9.11
1996-03-10,30.26,18.35,80.39,1003.47,8.01
1996-03-11,29.34,15.53,78.35,1008.53,7.74
1996-03-12,29.85,7.27,79.76,1006.07,9.69
1996-03-13,28.96,27.07,86.03,1009.79,8.41
1996-03-14,30.46,24.91,84.71,1014.81,10.92
1996-03-15,31.1,19.34,87.38,1007.61,9.08
1996-03-16,30.42,21.42,86.54,1013.3,7.15
1996-03-17,28.83,20.3,80.38,1020.13,11.03
1996-03-18,29.91,12.85,81.6,1010.09,10.22
1996-03-19,29.45,15.27,90.72,1014.15,10.5
1996-03-20,28.39,23.39,91.77,1014.11,11.47
1996-03-21,31.71,18.53,87.14,1007.96,10.58
1996-03-22,31.6,12.11,79.69,1010.29,9.55
1996-03-23,30.78,13.47,92.59,1006.13,12.51
1996-03-24,29.08,0.04,85.19,1009.24,7.78
1996-03-25,27.98,17.92,88.88,1011.75,10.11
1996-03-26,30.57,17.73,76.85,1005.74,9.59
1996-03-27,29.81,26.51,87.79,1011.82,9.44
1996-03-28,28.34,22.12,86.63,1002.83,8.33
1996-03-29,29.17,19.18,79.98,1009.89,9.58
1996-03-30,29.81,10.84,80.81,1006.76,10.76
1996-03-31,30.69,10.29,91.6,1009.06,13.06
1996-04-01,29.23,0.0,86.01,1010.75,10.07
1996-04-02,29.23,17.65,81.44,1009.09,11.68
1996-04-03,30.22,24.1,82.84,1008.97,7.69
1996-04-04,29.56,0.0,81.05,1009.75,11.13
1996-04-05,29.68,21.48,73.1,1009.83,6.64
1996-04-06,28.55,16.13,90.38,1011.11,10.04
1996-04-07,29.98,10.86,81.28,1011.28,7.23
1996-04-08,30.71,14.11,88.13,1012.88,6.65
1996-04-09,29.3,9.44,74.94,1006.9,14.88
1996-04-10,30.73,37.17,88.15,1007.77,9.24
1996-04-11,30.71,22.38,81.11,1005.47,16.58
1996-04-12,29.83,14.74,84.57,1009.27,10.25
1996-04-13,31.54,16.75,78.19,1009.52,9.07
1996-04-14,31.71,29.71,84.54,1006.16,7.55
1996-04-15,30.02,21.36,82.13,1008.56,8.81
1996-04-16,29.97,0.0,78.49,1008.12,12.42
1996-04-17,29.02,19.8,85.13,1013.89,12.53
1996-04-18,29.93,13.25,80.68,1009.28,9.13
1996-04-19,30.66,22.2,86.96,1013.78,13.73
1996-04-20,30.15,28.99,82.24,1013.56,12.12
1996-04-21,31.21,18.94,80.66,1005.82,9.92
1996-04-22,31.84,14.9,87.93,1012.53,9.43
1996-04-23,31.58,0.0,77.89,1007.25,8.36
1996-04-24,30.4,20.9,85.97,1011.79,8.1
1996-04-25,28.54,21.96,80.85,1005.29,11.94
1996-04-26,31.67,33.57,84.94,1011.88,12.74
1996-04-27,29.23,29.11,85.38,1012.74,10.37
1996-04-28,31.56,20.24,76.58,1014.36,8.1
1996-04-29,31.5,17.1,89.88,1013.4,10.86
1996-04-30,30.61,22.23,73.93,1010.35,7.77
1996-05-01,33.22,0.71,59.89,1014.81,12.14
1996-05-02,32.99,3.37,65.51,1011.71,8.65
1996-05-03,34.29,2.49,64.48,1010.07,8.82
1996-05-04,33.43,1.93,69.81,1013.65,8.56
1996-05-05,32.83,3.92,64.38,1011.39,11.11
1996-05-06,34.41,1.79,61.34,1009.08,8.06
1996-05-07,33.73,0.68,81.0,1013.89,10.03
1996-05-08,34.13,0.0,82.14,1008.23,9.76
1996-05-09,30.59,3.97,60.36,1010.3,8.91
1996-05-10,31.6,1.39,68.35,1006.16,8.5
1996-05-11,33.86,8.2,69.87,1007.25,9.27
1996-05-12,33.04,2.3,72.42,1010.65,11.82
1996-05-13,32.59,5.65,66.0,1007.09,14.35
1996-05-14,30.63,1.52,63.24,1017.52,13.61
1996-05-15,34.94,2.34,81.56,1011.11,11.95
1996-05-16,33.23,2.9,65.49,1009.37,11.22
1996-05-17,33.48,2.94,76.06,1001.1,11.02
1996-05-18,33.93,5.29,66.61,1010.62,11.97
1996-05-19,34.94,2.4,68.6,1015.04,5.75
1996-05-20,32.1,5.93,73.56,1011.57,9.1
1996-05-21,31.85,1.82,76.29,1008.11,10.2
1996-05-22,32.02,4.69,63.77,1009.71,6.63
1996-05-23,30.9,3.02,59.05,1016.32,5.88
1996-05-24,31.96,3.03,64.81,1006.69,8.08
1996-05-25,31.71,2.43,78.71,1010.23,12.37
1996-05-26,33.66,5.23,50.2,1009.09,12.61
1996-05-27,32.26,6.52,75.9,1008.59,8.99
1996-05-28,31.68,1.74,59.6,1011.29,7.09
1996-05-29,33.78,4.26,57.03,1014.65,11.03
1996-05-30,33.97,1.48,70.73,1013.38,9.8
1996-05-31,35.6,3.09,73.84,1010.88,11.17
1996-06-01,30.83,3.74,62.59,1007.46,13.49
1996-06-02,32.72,0.99,64.85,1006.1,12.87
1996-06-03,32.1,4.06,75.14,1008.5,11.06
1996-06-04,31.66,7.89,72.62,1009.42,8.45
1996-06-05,32.85,2.32,78.72,1006.32,10.27
1996-06-06,32.98,2.77,66.35,1009.65,11.75
1996-06-07,33.79,3.84,48.8,1010.9,6.69
1996-06-08,33.84,5.95,61.44,1009.21,8.8
1996-06-09,34.61,3.19,77.37,1011.24,10.48
1996-06-10,33.09,4.64,56.57,1010.26,9.86
1996-06-11,33.94,2.62,60.77,1010.02,7.83
1996-06-12,30.5,4.45,70.47,1011.4,12.61
1996-06-13,32.14,0.14,66.58,1008.96,8.32
1996-06-14,32.9,1.78,55.98,1008.68,7.73
1996-06-15,33.3,1.69,73.67,1014.81,11.36
1996-06-16,30.98,6.01,76.45,1010.06,12.65
1996-06-17,32.28,0.0,62.44,1015.19,7.02
1996-06-18,33.0,3.07,63.92,1008.67,10.14
1996-06-19,32.27,0.16,68.29,1013.22,11.74
1996-06-20,31.95,0.5,65.29,1014.7,11.29
1996-06-21,33.92,4.78,69.52,1010.36,11.32
1996-06-22,32.29,0.17,71.34,1013.71,7.76
1996-06-23,34.07,6.36,66.99,1007.55,10.25
1996-06-24,32.28,1.77,69.6,1005.19,7.11
1996-06-25,33.03,2.96,69.06,1015.63,10.21
1996-06-26,33.78,1.05,71.61,1008.42,10.14
1996-06-27,32.86,5.07,59.14,1003.15,9.57
1996-06-28,33.61,3.3,74.39,1011.31,8.87
1996-06-29,29.98,2.53,73.17,1008.82,10.06
1996-06-30,33.55,0.97,70.74,1014.91,9.65
1996-07-01,31.53,2.87,53.65,1011.01,10.9
1996-07-02,35.18,2.61,69.45,1007.42,9.29
1996-07-03,31.02,2.61,65.17,1010.9,8.75
1996-07-04,33.11,2.33,65.01,1010.24,10.08
1996-07-05,33.99,2.76,64.9,1009.46,8.57
1996-07-06,32.53,7.06,61.52,1009.16,9.23
1996-07-07,32.68,2.34,68.68,1004.87,12.07
1996-07-08,33.82,0.51,53.39,1007.07,9.51
1996-07-09,36.35,4.09,56.15,1007.93,9.89
1996-07-10,33.33,0.37,66.19,1007.85,7.79
1996-07-11,33.34,4.55,72.05,1011.72,9.01
1996-07-12,33.93,3.62,67.8,1008.16,9.01
1996-07-13,33.1,7.88,68.81,1008.17,8.34
1996-07-14,32.36,7.35,64.6,1012.72,9.25
1996-07-15,33.34,4.58,63.57,1008.08,13.32
1996-07-16,34.28,4.58,71.72,1011.38,14.04
1996-07-17,33.06,4.15,58.29,1007.53,7.6
1996-07-18,34.66,0.0,64.59,1001.02,8.34
1996-07-19,32.36,5.77,69.38,1007.5,12.13
1996-07-20,33.02,3.08,59.78,1007.03,8.35
1996-07-21,33.06,3.16,76.26,1011.16,4.58
1996-07-22,33.34,0.1,61.2,1007.56,8.67
1996-07-23,31.21,3.41,58.54,1011.07,14.47
1996-07-24,31.27,2.43,51.86,1009.1,11.29
1996-07-25,33.94,3.15,72.34,1017.64,13.42
1996-07-26,32.32,0.1,64.56,1007.16,10.9
1996-07-27,31.46,2.85,72.03,1009.7,8.11
1996-07-28,34.53,0.0,65.03,1009.88,10.03
1996-07-29,33.23,4.22,66.79,1008.9,9.18
1996-07-30,32.21,4.58,63.12,1012.54,10.04
1996-07-31,32.32,4.24,62.64,1011.91,10.43
1996-08-01,32.22,4.06,70.28,1013.47,11.93
1996-08-02,33.64,0.74,81.69,1005.79,11.9
1996-08-03,33.56,0.65,66.25,1009.76,12.61
1996-08-04,32.07,2.48,52.98,1015.2,7.86
1996-08-05,33.42,2.8,66.41,1012.43,13.34
1996-08-06,33.33,4.31,68.97,1013.05,9.07
1996-08-07,34.4,5.22,73.5,1008.02,9.66
1996-08-08,33.31,0.26,76.57,1009.96,10.57
1996-08-09,32.25,0.35,63.38,1010.66,11.35
1996-08-10,33.21,3.69,64.98,1011.49,12.97
1996-08-11,33.92,4.62,68.76,1005.49,7.91
1996-08-12,33.59,2.98,69.64,1015.03,11.45
1996-08-13,34.64,3.19,62.16,1009.83,8.39
1996-08-14,35.03,4.58,70.12,1013.71,5.96
1996-08-15,33.76,0.38,66.96,1009.06,11.32
1996-08-16,33.3,5.69,63.39,1012.13,10.32
1996-08-17,30.87,1.16,66.1,1013.34,10.93
1996-08-18,31.48,2.72,79.11,1010.33,9.35
1996-08-19,33.64,4.53,64.26,1011.51,9.34
1996-08-20,33.94,3.34,69.89,1007.72,8.36
1996-08-21,34.23,2.84,68.71,1009.08,11.8
1996-08-22,32.21,2.73,71.72,1013.52,8.95
1996-08-23,35.55,3.63,60.74,1011.11,9.23
1996-08-24,33.56,2.91,67.45,1007.27,11.98
1996-08-25,31.5,0.78,69.2,1014.81,9.29
1996-08-26,33.91,5.15,71.89,1009.07,7.82
1996-08-27,30.13,2.47,74.07,1006.63,11.4
1996-08-28,31.76,3.21,71.25,1008.02,10.34
1996-08-29,32.46,4.41,68.41,1010.17,13.12
1996-08-30,33.86,1.62,66.48,1009.77,10.16
1996-08-31,36.28,3.74,54.78,1008.37,6.14
1996-09-01,32.57,0.0,61.77,1005.44,10.77
1996-09-02,33.0,3.61,66.37,1005.82,11.03
1996-09-03,35.5,3.82,64.44,1005.72,8.18
1996-09-04,33.59,5.15,68.57,1012.4,11.42
1996-09-05,33.66,1.68,68.04,1007.45,10.03
1996-09-06,33.43,6.36,59.14,1011.44,12.96
1996-09-07,33.99,4.67,70.53,1013.9,7.83
1996-09-08,31.2,2.99,54.03,1013.69,12.44
1996-09-09,32.44,2.26,66.57,1010.16,10.25
1996-09-10,33.73,2.65,72.66,1011.34,8.79
1996-09-11,34.74,0.28,66.45,1012.9,8.55
1996-09-12,33.4,4.09,61.84,1009.78,9.69
1996-09-13,32.28,7.6,62.42,1013.01,9.21
1996-09-14,31.59,3.21,70.89,1012.76,13.12
1996-09-15,36.83,3.5,63.02,1011.36,9.47
1996-09-16,34.2,0.41,81.21,1012.57,6.63
1996-09-17,32.08,4.63,74.06,1006.18,11.43
1996-09-18,30.47,2.82,73.67,1008.35,6.99
1996-09-19,33.19,1.79,70.78,1007.34,8.45
1996-09-20,30.37,3.34,66.03,1006.43,10.39
1996-09-21,34.34,2.57,68.61,1010.82,7.59
1996-09-22,35.67,2.06,70.94,1012.31,9.72
1996-09-23,33.79,3.49,58.49,1009.0,8.77
1996-09-24,32.4,0.39,73.76,1014.81,11.96
1996-09-25,34.65,2.31,63.18,1007.66,11.29
1996-09-26,33.3,2.85,74.77,1011.21,8.32
1996-09-27,32.11,4.36,73.25,1011.66,13.79
1996-09-28,35.13,3.88,61.97,1006.07,9.23
1996-09-29,33.98,6.65,69.5,1013.51,9.51
1996-09-30,33.81,4.65,55.12,1008.76,11.9
1996-10-01,33.36,0.61,52.42,1008.9,9.86
1996-10-02,31.85,3.29,70.04,1012.01,5.29
1996-10-03,31.29,2.39,70.43,1011.47,10.94
1996-10-04,32.5,2.34,62.63,1012.3,8.16
1996-10-05,34.11,3.42,66.73,1008.03,7.29
1996-10-06,32.16,2.34,52.79,1009.41,11.85
1996-10-07,33.74,2.01,67.28,1008.33,10.3
1996-10-08,35.0,4.94,70.12,1008.52,11.5
1996-10-09,30.81,2.5,70.5,1012.22,11.34
1996-10-10,33.38,2.61,70.23,1007.14,8.31
1996-10-11,33.08,3.35,56.05,1011.37,11.55
1996-10-12,32.9,7.75,62.9,1008.92,9.21
1996-10-13,32.9,2.34,58.56,1008.36,9.8
1996-10-14,34.6,7.4,75.01,1007.67,8.61
1996-10-15,32.79,6.57,66.01,1006.02,9.0
1996-10-16,33.98,4.38,65.8,1012.05,5.45
1996-10-17,33.13,4.72,62.0,1007.49,6.27
1996-10-18,35.07,1.56,68.45,1011.81,13.02
1996-10-19,32.8,1.92,68.04,1013.85,9.66
1996-10-20,31.76,0.0,59.67,1012.59,9.36
1996-10-21,32.21,1.57,67.51,1009.28,9.45
1996-10-22,34.75,6.08,57.34,1010.98,8.45
1996-10-23,32.68,3.62,65.72,1010.69,11.35
1996-10-24,33.38,1.71,63.22,1005.68,8.29
1996-10-25,35.55,1.42,59.84,1010.96,9.78
1996-10-26,32.75,5.82,70.29,1008.41,9.15
1996-10-27,32.35,4.75,65.15,1004.62,9.9
1996-10-28,31.0,7.37,61.21,1009.51,10.52
1996-10-29,32.62,2.42,69.53,1014.58,11.54
1996-10-30,34.92,0.91,68.9,1010.47,10.7
1996-10-31,34.79,2.56,64.57,1011.6,6.44
1996-11-01,29.72,16.66,79.4,1013.17,7.88
1996-11-02,29.84,20.93,90.77,1009.97,11.87
1996-11-03,30.84,19.23,78.55,1005.7,10.21
1996-11-04,29.35,27.19,87.73,1009.45,7.68
1996-11-05,30.61,7.82,80.21,1007.06,9.72
1996-11-06,31.4,17.95,81.78,1005.42,11.1
1996-11-07,29.06,19.18,82.23,1012.51,9.69
1996-11-08,29.93,22.86,94.53,1012.67,9.82
1996-11-09,30.0,12.75,79.25,1008.34,8.46
1996-11-10,30.78,7.29,90.67,1012.26,10.04
1996-11-11,30.0,12.43,85.35,1013.26,8.59
1996-11-12,28.16,25.03,85.62,1006.64,8.53
1996-11-13,28.97,10.75,82.38,1009.2,8.7
1996-11-14,29.09,15.71,84.84,1009.05,12.32
1996-11-15,30.61,2.09,86.62,1011.82,9.13
1996-11-16,28.21,18.08,83.96,1006.64,7.1
1996-11-17,29.89,15.67,81.91,1009.75,7.79
1996-11-18,29.48,23.33,82.25,1004.98,9.05
1996-11-19,28.72,20.67,85.59,1005.02,11.52
1996-11-20,28.67,33.59,83.76,1006.26,7.72
1996-11-21,30.42,14.09,83.52,1014.84,8.6
1996-11-22,30.07,32.2,85.35,1005.18,11.01
1996-11-23,28.6,32.07,79.89,1018.91,12.93
1996-11-24,29.04,18.2,87.77,1012.35,10.88
1996-11-25,31.5,16.77,82.17,1008.96,11.72
1996-11-26,30.44,20.91,87.98,1003.85,10.62
1996-11-27,30.26,34.69,76.36,1014.67,10.15
1996-11-28,30.59,34.76,86.8,1011.2,10.48
1996-11-29,29.42,17.72,80.42,1009.87,5.33
1996-11-30,30.51,16.78,82.32,1010.66,7.13
1996-12-01,32.32,16.97,83.27,1007.1,10.05
1996-12-02,31.66,28.36,88.27,1011.64,9.28
1996-12-03,28.26,15.99,82.82,1013.15,10.62
1996-12-04,31.93,29.97,81.72,1004.61,12.77
1996-12-05,31.63,4.34,91.55,1011.15,10.32
1996-12-06,31.94,31.45,87.26,1011.42,11.23
1996-12-07,29.52,17.45,79.49,1009.0,9.27
1996-12-08,29.24,19.37,82.38,1011.51,6.76
1996-12-09,29.86,19.32,82.45,1009.48,6.83
1996-12-10,30.43,24.48,86.47,1013.12,10.4
1996-12-11,30.57,19.56,87.44,1005.27,8.21
1996-12-12,31.9,0.0,83.3,1013.52,9.81
1996-12-13,29.51,19.29,82.23,1010.09,8.63
1996-12-14,31.33,32.23,83.33,1005.84,8.95
1996-12-15,29.78,23.06,78.96,1007.69,11.02
1996-12-16,31.13,11.78,77.33,1019.85,11.57
1996-12-17,29.68,26.69,83.38,1012.6,10.32
1996-12-18,30.11,16.86,76.76,1015.81,8.12
1996-12-19,28.37,15.87,79.19,1009.84,11.38
1996-12-20,31.19,26.15,82.47,1010.15,10.82
1996-12-21,27.89,23.71,76.71,1016.12,9.19
1996-12-22,29.78,10.3,80.85,1016.82,11.88
1996-12-23,28.14,33.04,89.97,1009.16,10.61
1996-12-24,29.98,37.73,80.02,1010.44,9.14
1996-12-25,28.28,39.92,78.09,1010.66,6.52
1996-12-26,29.52,22.22,79.88,1011.76,9.46
1996-12-27,31.39,31.62,81.07,1010.23,10.37
1996-12-28,30.74,18.14,84.95,1009.27,10.23
1996-12-29,31.56,24.46,87.51,1012.17,9.69
1996-12-30,30.38,7.15,90.34,1001.65,9.83
1996-12-31,31.37,4.36,86.0,1007.96,9.26
1997-01-01,31.14,19.98,73.83,1007.07,11.95
1997-01-02,30.54,35.48,92.41,1008.97,15.01
1997-01-03,30.03,8.37,80.83,1003.23,13.21
1997-01-04,31.91,7.84,82.86,1010.29,8.08
1997-01-05,27.89,15.9,82.39,1008.83,10.45
1997-01-06,31.72,14.97,84.85,1012.18,11.11
1997-01-07,29.26,18.96,86.74,1006.61,12.53
1997-01-08,31.72,10.77,84.97,1011.93,8.91
1997-01-09,30.58,19.63,76.66,1011.38,7.8
1997-01-10,31.13,11.29,83.19,1014.12,10.99
1997-01-11,28.7,7.85,81.0,1011.18,10.72
1997-01-12,28.99,6.33,85.41,1009.45,14.31
1997-01-13,30.04,36.14,78.15,1005.28,7.76
1997-01-14,31.43,35.56,80.09,1008.62,7.66
1997-01-15,27.83,25.18,85.12,1010.03,7.2
1997-01-16,31.97,12.97,86.67,1005.64,9.62
1997-01-17,30.35,21.27,84.77,1011.48,7.74
1997-01-18,30.24,19.14,85.16,1010.22,7.45
1997-01-19,28.42,0.0,88.09,1012.48,11.69
1997-01-20,30.37,0.0,78.87,1010.51,10.27
1997-01-21,29.73,21.69,84.06,1010.36,8.72
1997-01-22,31.18,13.69,77.35,1007.69,9.3
1997-01-23,31.19,17.58,83.07,1006.25,11.57
1997-01-24,29.22,17.0,91.4,1011.53,6.74
1997-01-25,27.88,17.36,77.94,1011.95,10.08
1997-01-26,30.2,10.93,92.71,1018.53,9.44
1997-01-27,30.42,18.97,82.7,1007.5,7.83
1997-01-28,28.64,22.05,81.4,1002.27,10.89
1997-01-29,29.95,31.47,85.87,1005.56,5.54
1997-01-30,29.14,11.75,88.72,1009.97,12.27
1997-01-31,28.41,27.65,87.6,1003.95,12.65
1997-02-01,30.11,21.92,79.68,1013.83,7.63
1997-02-02,31.0,26.21,79.13,1015.95,10.46
1997-02-03,30.78,2.73,94.59,1006.33,12.05
1997-02-04,28.81,11.81,87.94,1013.08,7.46
1997-02-05,31.31,28.45,79.31,1014.8,7.09
1997-02-06,29.25,22.79,79.73,1010.79,10.48
1997-02-07,29.78,26.32,82.86,1010.69,12.29
1997-02-08,30.95,25.86,78.25,1011.57,8.24
1997-02-09,28.46,17.28,79.48,1012.37,11.63
1997-02-10,27.72,9.72,76.7,1008.61,10.91
1997-02-11,29.71,12.1,90.5,1003.09,12.47
1997-02-12,29.35,17.22,81.36,1014.63,7.54
1997-02-13,30.01,23.27,75.94,1007.24,9.7
1997-02-14,28.94,9.84,82.25,1011.95,9.31
1997-02-15,31.29,8.02,77.74,1015.78,8.68
1997-02-16,28.43,0.58,89.38,1008.98,9.49
1997-02-17,29.81,28.13,83.1,1017.03,10.27
1997-02-18,31.27,26.05,83.82,1008.24,10.66
1997-02-19,30.61,12.27,84.83,1013.71,14.14
1997-02-20,31.03,36.63,80.85,1012.11,12.68
1997-02-21,28.92,13.14,92.69,1007.07,7.32
1997-02-22,31.83,29.97,86.16,1009.86,9.12
1997-02-23,30.34,33.8,85.19,1016.5,8.2
1997-02-24,29.98,14.27,78.57,1009.54,10.83
1997-02-25,30.63,39.7,86.32,1013.45,10.13
1997-02-26,32.01,41.98,86.66,1007.02,8.9
1997-02-27,30.34,22.56,87.49,1011.38,10.01
1997-02-28,29.24,22.01,93.27,1013.06,11.07
1997-03-01,31.24,14.29,81.46,1007.76,9.75
1997-03-02,29.49,30.08,81.62,1007.59,13.89
1997-03-03,29.46,19.54,86.26,1006.59,12.47
1997-03-04,30.76,33.58,80.6,1010.3,10.08
1997-03-05,30.32,3.45,84.55,1005.72,10.72
1997-03-06,27.45,0.0,88.09,1008.36,8.02
1997-03-07,31.53,21.28,88.36,1009.5,15.36
1997-03-08,29.27,35.44,83.69,1005.04,10.97
1997-03-09,30.38,7.49,79.39,1009.93,10.7
1997-03-10,27.04,28.53,81.53,1006.0,11.88
1997-03-11,29.97,30.16,86.19,1010.0,9.69
1997-03-12,30.58,13.86,79.74,1011.83,9.71
1997-03-13,30.04,28.89,83.43,1010.05,8.8
1997-03-14,30.52,21.5,88.5,1008.26,9.08
1997-03-15,30.95,20.52,79.47,1013.92,6.6
1997-03-16,30.94,5.35,93.43,1005.37,12.3
1997-03-17,29.9,14.33,84.93,1011.9,8.19
1997-03-18,29.02,24.5,75.46,1008.25,16.08
1997-03-19,28.84,29.48,81.07,1011.53,11.31
1997-03-20,31.35,16.0,93.94,1008.23,10.47
1997-03-21,30.29,6.78,82.57,1010.48,9.14
1997-03-22,32.93,9.61,89.9,1012.57,9.97
1997-03-23,28.96,10.32,81.41,1004.64,7.99
1997-03-24,28.22,31.46,87.09,1012.36,11.18
1997-03-25,30.2,32.61,80.95,1010.32,11.49
1997-03-26,28.41,48.97,84.14,1010.43,12.51
1997-03-27,31.1,18.38,84.65,1005.49,8.89
1997-03-28,30.62,22.44,90.11,1009.64,7.23
1997-03-29,31.27,32.36,88.49,1009.51,12.09
1997-03-30,34.11,19.15,77.44,1008.24,11.25
1997-03-31,28.07,19.69,85.9,1014.61,12.62
1997-04-01,31.04,0.0,88.61,1012.12,10.51
1997-04-02,27.92,10.23,78.17,1003.95,9.99
1997-04-03,29.04,44.25,83.16,1013.88,6.86
1997-04-04,29.36,18.97,79.46,1008.73,9.56
1997-04-05,29.72,36.55,85.89,1011.44,11.08
1997-04-06,30.74,17.17,82.4,1010.5,12.31
1997-04-07,31.35,15.6,87.84,1009.42,10.07
1997-04-08,29.43,16.18,90.71,1010.28,10.27
1997-04-09,28.26,14.91,82.79,1007.51,10.04
1997-04-10,29.48,18.8,84.61,1007.13,9.2
1997-04-11,30.09,29.84,85.28,1008.01,10.8
1997-04-12,32.05,27.17,86.74,1012.18,12.88
1997-04-13,31.29,23.67,89.34,1006.76,7.0
1997-04-14,30.19,18.69,81.28,1012.48,6.27
1997-04-15,29.36,13.15,75.82,1014.48,7.28
1997-04-16,29.29,27.08,87.23,1006.68,11.36
1997-04-17,30.35,41.33,86.02,1009.58,8.29
1997-04-18,29.11,9.74,90.86,1010.05,11.13
1997-04-19,31.82,0.0,90.39,1010.17,10.87
1997-04-20,29.01,10.45,86.44,1017.15,12.01
1997-04-21,31.52,16.08,81.0,1007.66,9.02
1997-04-22,27.54,10.75,81.2,1009.47,10.26
1997-04-23,30.43,17.85,81.09,1004.11,8.85
1997-04-24,28.83,22.66,88.55,1012.82,11.51
1997-04-25,29.84,12.78,80.26,1005.48,11.98
1997-04-26,29.79,5.54,79.87,1007.4,10.09
1997-04-27,31.28,14.52,72.74,1009.43,9.69
1997-04-28,29.73,11.73,85.09,1010.2,9.95
1997-04-29,30.5,13.7,81.57,1014.14,11.12
1997-04-30,30.99,30.26,86.63,1012.79,6.84
1997-05-01,33.27,2.63,77.07,1012.78,8.74
1997-05-02,33.48,3.34,69.73,1006.94,10.72
1997-05-03,32.7,3.56,62.65,1008.24,12.35
1997-05-04,31.63,1.04,66.69,1007.68,8.23
1997-05-05,33.14,0.0,60.95,1016.16,10.92
1997-05-06,32.03,3.84,70.4,1012.98,9.75
1997-05-07,34.27,0.0,60.66,1010.49,10.66
1997-05-08,31.81,3.52,63.26,1009.17,12.05
1997-05-09,34.18,1.01,60.66,1008.77,9.95
1997-05-10,32.14,5.08,69.08,1011.22,7.47
1997-05-11,34.52,0.0,72.0,1012.8,9.14
1997-05-12,34.65,2.87,67.37,1011.02,16.37
1997-05-13,34.75,4.4,61.52,1010.43,8.37
1997-05-14,34.07,3.28,60.25,1010.24,8.3
1997-05-15,33.2,1.28,67.16,1012.25,9.89
1997-05-16,32.49,3.41,71.18,1006.68,10.52
1997-05-17,34.71,4.15,67.35,1011.92,10.9
1997-05-18,33.98,0.0,57.68,1013.01,6.99
1997-05-19,33.52,2.3,61.02,1011.05,10.4
1997-05-20,35.74,1.75,75.64,1011.06,8.68
1997-05-21,34.04,4.13,67.22,1010.8,8.81
1997-05-22,31.93,4.52,65.66,1009.76,10.56
1997-05-23,33.34,0.14,74.72,1010.36,9.59
1997-05-24,33.56,3.47,71.6,1011.61,11.44
1997-05-25,34.76,4.77,66.04,1006.63,13.34
1997-05-26,32.69,2.05,56.58,1011.02,10.3
1997-05-27,31.03,3.91,64.01,1018.07,8.86
1997-05-28,32.43,1.25,74.67,1008.88,8.55
1997-05-29,33.92,0.24,70.75,1015.34,11.13
1997-05-30,33.83,4.74,77.26,1013.63,10.88
1997-05-31,34.18,1.23,71.66,1006.98,9.27
1997-06-01,28.99,3.8,63.14,1013.33,10.78
1997-06-02,34.46,0.83,73.23,1016.32,11.53
1997-06-03,34.03,3.34,63.85,1012.28,6.99
1997-06-04,32.46,0.0,62.78,1011.93,11.01
1997-06-05,33.07,3.34,55.68,1008.88,8.64
1997-06-06,32.14,4.2,61.84,1008.19,5.83
1997-06-07,32.62,0.82,67.48,1007.15,10.21
1997-06-08,32.81,6.34,69.98,1004.48,7.47
1997-06-09,33.07,1.14,49.19,1014.05,11.44
1997-06-10,33.68,1.79,69.57,1007.89,10.41
1997-06-11,31.8,6.03,57.58,1013.7,10.08
1997-06-12,32.36,3.33,71.4,1014.1,10.63
1997-06-13,31.84,3.11,77.9,1014.04,11.82
1997-06-14,34.03,4.4,73.95,1008.63,7.29
1997-06-15,33.09,1.36,60.67,1007.84,14.97
1997-06-16,33.18,3.72,59.67,1004.47,8.36
1997-06-17,34.87,3.67,70.59,1012.22,8.82
1997-06-18,34.8,1.73,75.44,1011.33,6.42
1997-06-19,32.03,0.0,73.98,1009.93,5.54
1997-06-20,33.49,1.93,58.1,1015.03,10.21
1997-06-21,32.62,2.2,57.92,1006.09,12.57
1997-06-22,32.38,3.04,54.73,1006.05,11.22
1997-06-23,33.49,6.51,75.06,1009.31,10.95
1997-06-24,32.59,7.11,73.89,1010.51,10.4
1997-06-25,34.88,4.16,76.35,1003.42,10.92
1997-06-26,32.33,6.51,76.28,1010.1,13.07
1997-06-27,35.32,3.15,81.83,1009.91,9.57
1997-06-28,34.13,2.29,67.51,1014.23,10.04
1997-06-29,30.8,3.73,62.82,1012.6,11.39
1997-06-30,34.91,4.82,73.54,1007.99,11.61
1997-07-01,35.56,1.62,77.8,1008.35,8.3
1997-07-02,33.39,4.43,72.47,1007.11,10.87
1997-07-03,32.11,0.02,61.43,1007.75,11.04
1997-07-04,34.5,0.05,69.11,1006.47,11.26
1997-07-05,32.19,0.9,71.8,1008.24,9.37
1997-07-06,30.11,4.89,71.93,1010.02,6.94
1997-07-07,34.57,1.67,64.28,1016.94,8.59
1997-07-08,33.96,4.12,69.34,1010.85,10.75
1997-07-09,33.35,2.9,76.07,1006.06,12.04
1997-07-10,34.07,4.4,73.7,1009.72,6.26
1997-07-11,32.91,1.02,62.61,1006.27,9.05
1997-07-12,32.22,0.0,71.2,1016.66,11.21
1997-07-13,32.74,2.89,64.47,1010.27,9.93
1997-07-14,31.91,6.37,58.08,1012.15,9.8
1997-07-15,35.47,3.68,64.84,1009.26,10.08
1997-07-16,31.51,1.47,56.29,1007.23,10.19
1997-07-17,33.39,0.0,66.18,1011.69,9.67
1997-07-18,32.18,2.18,63.76,1008.09,10.35
1997-07-19,36.0,1.51,65.09,1009.84,8.63
